V4_2,Data_Marking,CV,Time_codelist,Time,Geography_codelist,Geography,Contribution_codelist,Contribution,Contributor_codelist,Contributor,Gender_codelist,Gender,Occupation_codelist,Occupation,Provision_codelist,Provision
6.0,,18.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Skilled trades occupations,,Defined benefit
10.0,,15.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Skilled trades occupations,,Defined benefit
18.0,,11.0,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Skilled trades occupations,,Defined benefit
93.0,,4.5,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Skilled trades occupations,,Defined benefit
62.0,,5.6,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Skilled trades occupations,,Defined benefit
47.0,,6.5,Year,2016,K02000001,,,7% and over,,Employee,,All,,Skilled trades occupations,,Defined benefit
14.0,,13.0,Year,2016,K02000001,,,Zero,,Employee,,All,,Skilled trades occupations,,Defined contribution
251.0,,2.7,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Skilled trades occupations,,Defined contribution
26.0,,8.9,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Skilled trades occupations,,Defined contribution
34.0,,7.7,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Skilled trades occupations,,Defined contribution
30.0,,8.2,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Skilled trades occupations,,Defined contribution
24.0,,9.3,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Skilled trades occupations,,Defined contribution
12.0,,13.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Skilled trades occupations,,Defined contribution
14.0,,12.0,Year,2016,K02000001,,,7% and over,,Employee,,All,,Skilled trades occupations,,Defined contribution
16.0,,12.0,Year,2016,K02000001,,,Zero,,Employee,,All,,Skilled trades occupations,,Group personal pension
146.0,,3.7,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Skilled trades occupations,,Group personal pension
48.0,,6.6,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Skilled trades occupations,,Group personal pension
33.0,,7.9,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Skilled trades occupations,,Group personal pension
24.0,,9.4,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Skilled trades occupations,,Group personal pension
14.0,,12.0,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Skilled trades occupations,,Group personal pension
9.0,,16.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Skilled trades occupations,,Group personal pension
16.0,,11.0,Year,2016,K02000001,,,7% and over,,Employee,,All,,Skilled trades occupations,,Group personal pension
8.0,,16.0,Year,2016,K02000001,,,Zero,,Employee,,All,,Skilled trades occupations,,Group stakeholder pension
44.0,,7.0,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Skilled trades occupations,,Group stakeholder pension
13.0,,12.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Skilled trades occupations,,Group stakeholder pension
10.0,,15.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Skilled trades occupations,,Group stakeholder pension
9.0,,15.0,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Skilled trades occupations,,Group stakeholder pension
9.0,,16.0,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Skilled trades occupations,,Group stakeholder pension
,x,22.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Skilled trades occupations,,Group stakeholder pension
7.0,,17.0,Year,2016,K02000001,,,7% and over,,Employee,,All,,Skilled trades occupations,,Group stakeholder pension
,x,40.0,Year,2016,K02000001,,,Zero,,Employee,,All,,Skilled trades occupations,,Group self-invested personal pension
,x,25.0,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Skilled trades occupations,,Group self-invested personal pension
,x,53.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Skilled trades occupations,,Group self-invested personal pension
,x,52.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Skilled trades occupations,,Group self-invested personal pension
,x,,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Skilled trades occupations,,Group self-invested personal pension
,x,74.0,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Skilled trades occupations,,Group self-invested personal pension
,x,74.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Skilled trades occupations,,Group self-invested personal pension
,x,47.0,Year,2016,K02000001,,,7% and over,,Employee,,All,,Skilled trades occupations,,Group self-invested personal pension
34.0,,6.7,Year,2016,K02000001,,,Zero,,Employee,,All,,"Caring, leisure and other service occupations",,All
445.0,,1.7,Year,2016,K02000001,,,Under 2%,,Employee,,All,,"Caring, leisure and other service occupations",,All
34.0,,6.6,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,"Caring, leisure and other service occupations",,All
33.0,,6.7,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,"Caring, leisure and other service occupations",,All
51.0,,5.5,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,"Caring, leisure and other service occupations",,All
634.0,,1.3,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,"Caring, leisure and other service occupations",,All
71.0,,4.5,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,"Caring, leisure and other service occupations",,All
143.0,,3.1,Year,2016,K02000001,,,7% and over,,Employee,,All,,"Caring, leisure and other service occupations",,All
7.0,,15.0,Year,2016,K02000001,,,Zero,,Employee,,All,,"Caring, leisure and other service occupations",,Defined benefit
23.0,,8.1,Year,2016,K02000001,,,Under 2%,,Employee,,All,,"Caring, leisure and other service occupations",,Defined benefit
5.0,,18.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,"Caring, leisure and other service occupations",,Defined benefit
7.0,,14.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,"Caring, leisure and other service occupations",,Defined benefit
30.0,,7.2,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,"Caring, leisure and other service occupations",,Defined benefit
606.0,,1.4,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,"Caring, leisure and other service occupations",,Defined benefit
63.0,,4.8,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,"Caring, leisure and other service occupations",,Defined benefit
130.0,,3.3,Year,2016,K02000001,,,7% and over,,Employee,,All,,"Caring, leisure and other service occupations",,Defined benefit
8.0,,14.0,Year,2016,K02000001,,,Zero,,Employee,,All,,"Caring, leisure and other service occupations",,Defined contribution
280.0,,2.2,Year,2016,K02000001,,,Under 2%,,Employee,,All,,"Caring, leisure and other service occupations",,Defined contribution
11.0,,12.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,"Caring, leisure and other service occupations",,Defined contribution
10.0,,13.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,"Caring, leisure and other service occupations",,Defined contribution
8.0,,14.0,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,"Caring, leisure and other service occupations",,Defined contribution
9.0,,13.0,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,"Caring, leisure and other service occupations",,Defined contribution
,x,21.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,"Caring, leisure and other service occupations",,Defined contribution
7.0,,15.0,Year,2016,K02000001,,,7% and over,,Employee,,All,,"Caring, leisure and other service occupations",,Defined contribution
12.0,,11.0,Year,2016,K02000001,,,Zero,,Employee,,All,,"Caring, leisure and other service occupations",,Group personal pension
94.0,,4.0,Year,2016,K02000001,,,Under 2%,,Employee,,All,,"Caring, leisure and other service occupations",,Group personal pension
13.0,,11.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,"Caring, leisure and other service occupations",,Group personal pension
12.0,,11.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,"Caring, leisure and other service occupations",,Group personal pension
10.0,,13.0,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,"Caring, leisure and other service occupations",,Group personal pension
9.0,,13.0,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,"Caring, leisure and other service occupations",,Group personal pension
,x,26.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,"Caring, leisure and other service occupations",,Group personal pension
,x,21.0,Year,2016,K02000001,,,7% and over,,Employee,,All,,"Caring, leisure and other service occupations",,Group personal pension
4.0,,20.0,Year,2016,K02000001,,,Zero,,Employee,,All,,"Caring, leisure and other service occupations",,Group stakeholder pension
20.0,,8.8,Year,2016,K02000001,,,Under 2%,,Employee,,All,,"Caring, leisure and other service occupations",,Group stakeholder pension
,x,21.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,"Caring, leisure and other service occupations",,Group stakeholder pension
,x,21.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,"Caring, leisure and other service occupations",,Group stakeholder pension
,x,27.0,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,"Caring, leisure and other service occupations",,Group stakeholder pension
,x,25.0,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,"Caring, leisure and other service occupations",,Group stakeholder pension
,x,47.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,"Caring, leisure and other service occupations",,Group stakeholder pension
,x,33.0,Year,2016,K02000001,,,7% and over,,Employee,,All,,"Caring, leisure and other service occupations",,Group stakeholder pension
,x,61.0,Year,2016,K02000001,,,Zero,,Employee,,All,,"Caring, leisure and other service occupations",,Group self-invested personal pension
,x,23.0,Year,2016,K02000001,,,Under 2%,,Employee,,All,,"Caring, leisure and other service occupations",,Group self-invested personal pension
,x,40.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,"Caring, leisure and other service occupations",,Group self-invested personal pension
,-,0.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,"Caring, leisure and other service occupations",,Group self-invested personal pension
,x,,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,"Caring, leisure and other service occupations",,Group self-invested personal pension
,x,,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,"Caring, leisure and other service occupations",,Group self-invested personal pension
,-,0.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,"Caring, leisure and other service occupations",,Group self-invested personal pension
,x,74.0,Year,2016,K02000001,,,7% and over,,Employee,,All,,"Caring, leisure and other service occupations",,Group self-invested personal pension
67.0,,4.3,Year,2016,K02000001,,,Zero,,Employee,,All,,Sales and customer service occupations,,All
486.0,,1.4,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Sales and customer service occupations,,All
80.0,,3.9,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Sales and customer service occupations,,All
134.0,,2.9,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Sales and customer service occupations,,All
76.0,,4.0,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Sales and customer service occupations,,All
84.0,,3.8,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Sales and customer service occupations,,All
35.0,,6.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Sales and customer service occupations,,All
43.0,,5.3,Year,2016,K02000001,,,7% and over,,Employee,,All,,Sales and customer service occupations,,All
30.0,,6.2,Year,2016,K02000001,,,Zero,,Employee,,All,,Sales and customer service occupations,,Defined benefit
32.0,,6.4,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Sales and customer service occupations,,Defined benefit
4.0,,17.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Sales and customer service occupations,,Defined benefit
4.0,,20.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Sales and customer service occupations,,Defined benefit
14.0,,9.5,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Sales and customer service occupations,,Defined benefit
46.0,,5.2,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Sales and customer service occupations,,Defined benefit
19.0,,8.1,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Sales and customer service occupations,,Defined benefit
17.0,,8.8,Year,2016,K02000001,,,7% and over,,Employee,,All,,Sales and customer service occupations,,Defined benefit
15.0,,9.2,Year,2016,K02000001,,,Zero,,Employee,,All,,Sales and customer service occupations,,Defined contribution
251.0,,2.1,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Sales and customer service occupations,,Defined contribution
40.0,,5.5,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Sales and customer service occupations,,Defined contribution
95.0,,3.5,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Sales and customer service occupations,,Defined contribution
39.0,,5.5,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Sales and customer service occupations,,Defined contribution
20.0,,7.8,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Sales and customer service occupations,,Defined contribution
7.0,,13.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Sales and customer service occupations,,Defined contribution
14.0,,9.3,Year,2016,K02000001,,,7% and over,,Employee,,All,,Sales and customer service occupations,,Defined contribution
17.0,,8.9,Year,2016,K02000001,,,Zero,,Employee,,All,,Sales and customer service occupations,,Group personal pension
107.0,,3.4,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Sales and customer service occupations,,Group personal pension
27.0,,7.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Sales and customer service occupations,,Group personal pension
22.0,,7.6,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Sales and customer service occupations,,Group personal pension
13.0,,10.0,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Sales and customer service occupations,,Group personal pension
10.0,,12.0,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Sales and customer service occupations,,Group personal pension
5.0,,16.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Sales and customer service occupations,,Group personal pension
7.0,,13.0,Year,2016,K02000001,,,7% and over,,Employee,,All,,Sales and customer service occupations,,Group personal pension
,x,23.0,Year,2016,K02000001,,,Zero,,Employee,,All,,Sales and customer service occupations,,Group stakeholder pension
81.0,,3.8,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Sales and customer service occupations,,Group stakeholder pension
8.0,,13.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Sales and customer service occupations,,Group stakeholder pension
12.0,,10.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Sales and customer service occupations,,Group stakeholder pension
9.0,,11.0,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Sales and customer service occupations,,Group stakeholder pension
7.0,,13.0,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Sales and customer service occupations,,Group stakeholder pension
3.0,,19.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Sales and customer service occupations,,Group stakeholder pension
5.0,,16.0,Year,2016,K02000001,,,7% and over,,Employee,,All,,Sales and customer service occupations,,Group stakeholder pension
,x,47.0,Year,2016,K02000001,,,Zero,,Employee,,All,,Sales and customer service occupations,,Group self-invested personal pension
,x,24.0,Year,2016,K02000001,,,Under 2%,,Employee,,All,,Sales and customer service occupations,,Group self-invested personal pension
,x,74.0,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,Sales and customer service occupations,,Group self-invested personal pension
,x,40.0,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,Sales and customer service occupations,,Group self-invested personal pension
,x,37.0,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,Sales and customer service occupations,,Group self-invested personal pension
,x,,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,Sales and customer service occupations,,Group self-invested personal pension
,-,0.0,Year,2016,K02000001,,,6% to 7%,,Employee,,All,,Sales and customer service occupations,,Group self-invested personal pension
,x,,Year,2016,K02000001,,,7% and over,,Employee,,All,,Sales and customer service occupations,,Group self-invested personal pension
40.0,,6.2,Year,2016,K02000001,,,Zero,,Employee,,All,,"Process, plant and machine operatives",,All
494.0,,1.5,Year,2016,K02000001,,,Under 2%,,Employee,,All,,"Process, plant and machine operatives",,All
75.0,,4.5,Year,2016,K02000001,,,2% to 3%,,Employee,,All,,"Process, plant and machine operatives",,All
75.0,,4.5,Year,2016,K02000001,,,3% to 4%,,Employee,,All,,"Process, plant and machine operatives",,All
75.0,,4.5,Year,2016,K02000001,,,4% to 5%,,Employee,,All,,"Process, plant and machine operatives",,All
75.0,,4.4,Year,2016,K02000001,,,5% to 6%,,Employee,,All,,"Process, plant and machine operatives",,All
