V4_0,Time_codelist,Time,Geography_codelist,Geography,Industry_codelist,Industry,Region_codelist,Region
7,Quarter,2014 Q4,K03000001,,E,,NE,
6,Quarter,2015 Q1,K03000001,,E,,NE,
6,Quarter,2015 Q2,K03000001,,E,,NE,
6,Quarter,2015 Q3,K03000001,,E,,NE,
7,Quarter,2015 Q4,K03000001,,E,,NE,
7,Quarter,2016 Q1,K03000001,,E,,NE,
7,Quarter,2016 Q2,K03000001,,E,,NE,
7,Quarter,2016 Q3,K03000001,,E,,NE,
6,Quarter,2016 Q4,K03000001,,E,,NE,
6,Quarter,2017 Q1,K03000001,,E,,NE,
6,Quarter,2017 Q2,K03000001,,E,,NE,
61,Quarter,1996 Q1,K03000001,,F,,NE,
62,Quarter,1996 Q2,K03000001,,F,,NE,
68,Quarter,1996 Q3,K03000001,,F,,NE,
74,Quarter,1996 Q4,K03000001,,F,,NE,
72,Quarter,1997 Q1,K03000001,,F,,NE,
80,Quarter,1997 Q2,K03000001,,F,,NE,
77,Quarter,1997 Q3,K03000001,,F,,NE,
82,Quarter,1997 Q4,K03000001,,F,,NE,
80,Quarter,1998 Q1,K03000001,,F,,NE,
79,Quarter,1998 Q2,K03000001,,F,,NE,
75,Quarter,1998 Q3,K03000001,,F,,NE,
73,Quarter,1998 Q4,K03000001,,F,,NE,
67,Quarter,1999 Q1,K03000001,,F,,NE,
64,Quarter,1999 Q2,K03000001,,F,,NE,
66,Quarter,1999 Q3,K03000001,,F,,NE,
74,Quarter,1999 Q4,K03000001,,F,,NE,
71,Quarter,2000 Q1,K03000001,,F,,NE,
76,Quarter,2000 Q2,K03000001,,F,,NE,
71,Quarter,2000 Q3,K03000001,,F,,NE,
67,Quarter,2000 Q4,K03000001,,F,,NE,
63,Quarter,2001 Q1,K03000001,,F,,NE,
63,Quarter,2001 Q2,K03000001,,F,,NE,
62,Quarter,2001 Q3,K03000001,,F,,NE,
75,Quarter,2001 Q4,K03000001,,F,,NE,
75,Quarter,2002 Q1,K03000001,,F,,NE,
75,Quarter,2002 Q2,K03000001,,F,,NE,
80,Quarter,2002 Q3,K03000001,,F,,NE,
76,Quarter,2002 Q4,K03000001,,F,,NE,
73,Quarter,2003 Q1,K03000001,,F,,NE,
77,Quarter,2003 Q2,K03000001,,F,,NE,
75,Quarter,2003 Q3,K03000001,,F,,NE,
74,Quarter,2003 Q4,K03000001,,F,,NE,
68,Quarter,2004 Q1,K03000001,,F,,NE,
67,Quarter,2004 Q2,K03000001,,F,,NE,
84,Quarter,2004 Q3,K03000001,,F,,NE,
81,Quarter,2004 Q4,K03000001,,F,,NE,
89,Quarter,2005 Q1,K03000001,,F,,NE,
91,Quarter,2005 Q2,K03000001,,F,,NE,
98,Quarter,2005 Q3,K03000001,,F,,NE,
94,Quarter,2005 Q4,K03000001,,F,,NE,
87,Quarter,2006 Q1,K03000001,,F,,NE,
89,Quarter,2006 Q2,K03000001,,F,,NE,
87,Quarter,2006 Q3,K03000001,,F,,NE,
92,Quarter,2006 Q4,K03000001,,F,,NE,
99,Quarter,2007 Q1,K03000001,,F,,NE,
102,Quarter,2007 Q2,K03000001,,F,,NE,
98,Quarter,2007 Q3,K03000001,,F,,NE,
99,Quarter,2007 Q4,K03000001,,F,,NE,
87,Quarter,2008 Q1,K03000001,,F,,NE,
82,Quarter,2008 Q2,K03000001,,F,,NE,
81,Quarter,2008 Q3,K03000001,,F,,NE,
86,Quarter,2008 Q4,K03000001,,F,,NE,
92,Quarter,2009 Q1,K03000001,,F,,NE,
86,Quarter,2009 Q2,K03000001,,F,,NE,
84,Quarter,2009 Q3,K03000001,,F,,NE,
93,Quarter,2009 Q4,K03000001,,F,,NE,
83,Quarter,2010 Q1,K03000001,,F,,NE,
83,Quarter,2010 Q2,K03000001,,F,,NE,
78,Quarter,2010 Q3,K03000001,,F,,NE,
75,Quarter,2010 Q4,K03000001,,F,,NE,
73,Quarter,2011 Q1,K03000001,,F,,NE,
79,Quarter,2011 Q2,K03000001,,F,,NE,
83,Quarter,2011 Q3,K03000001,,F,,NE,
82,Quarter,2011 Q4,K03000001,,F,,NE,
75,Quarter,2012 Q1,K03000001,,F,,NE,
75,Quarter,2012 Q2,K03000001,,F,,NE,
75,Quarter,2012 Q3,K03000001,,F,,NE,
74,Quarter,2012 Q4,K03000001,,F,,NE,
75,Quarter,2013 Q1,K03000001,,F,,NE,
71,Quarter,2013 Q2,K03000001,,F,,NE,
73,Quarter,2013 Q3,K03000001,,F,,NE,
72,Quarter,2013 Q4,K03000001,,F,,NE,
78,Quarter,2014 Q1,K03000001,,F,,NE,
71,Quarter,2014 Q2,K03000001,,F,,NE,
65,Quarter,2014 Q3,K03000001,,F,,NE,
63,Quarter,2014 Q4,K03000001,,F,,NE,
65,Quarter,2015 Q1,K03000001,,F,,NE,
66,Quarter,2015 Q2,K03000001,,F,,NE,
66,Quarter,2015 Q3,K03000001,,F,,NE,
68,Quarter,2015 Q4,K03000001,,F,,NE,
79,Quarter,2016 Q1,K03000001,,F,,NE,
75,Quarter,2016 Q2,K03000001,,F,,NE,
76,Quarter,2016 Q3,K03000001,,F,,NE,
79,Quarter,2016 Q4,K03000001,,F,,NE,
75,Quarter,2017 Q1,K03000001,,F,,NE,
76,Quarter,2017 Q2,K03000001,,F,,NE,
166,Quarter,1996 Q1,K03000001,,G,,NE,
167,Quarter,1996 Q2,K03000001,,G,,NE,
166,Quarter,1996 Q3,K03000001,,G,,NE,
165,Quarter,1996 Q4,K03000001,,G,,NE,
166,Quarter,1997 Q1,K03000001,,G,,NE,
172,Quarter,1997 Q2,K03000001,,G,,NE,
175,Quarter,1997 Q3,K03000001,,G,,NE,
175,Quarter,1997 Q4,K03000001,,G,,NE,
178,Quarter,1998 Q1,K03000001,,G,,NE,
177,Quarter,1998 Q2,K03000001,,G,,NE,
174,Quarter,1998 Q3,K03000001,,G,,NE,
164,Quarter,1998 Q4,K03000001,,G,,NE,
168,Quarter,1999 Q1,K03000001,,G,,NE,
172,Quarter,1999 Q2,K03000001,,G,,NE,
177,Quarter,1999 Q3,K03000001,,G,,NE,
181,Quarter,1999 Q4,K03000001,,G,,NE,
176,Quarter,2000 Q1,K03000001,,G,,NE,
174,Quarter,2000 Q2,K03000001,,G,,NE,
172,Quarter,2000 Q3,K03000001,,G,,NE,
167,Quarter,2000 Q4,K03000001,,G,,NE,
169,Quarter,2001 Q1,K03000001,,G,,NE,
166,Quarter,2001 Q2,K03000001,,G,,NE,
166,Quarter,2001 Q3,K03000001,,G,,NE,
167,Quarter,2001 Q4,K03000001,,G,,NE,
167,Quarter,2002 Q1,K03000001,,G,,NE,
170,Quarter,2002 Q2,K03000001,,G,,NE,
174,Quarter,2002 Q3,K03000001,,G,,NE,
177,Quarter,2002 Q4,K03000001,,G,,NE,
177,Quarter,2003 Q1,K03000001,,G,,NE,
178,Quarter,2003 Q2,K03000001,,G,,NE,
176,Quarter,2003 Q3,K03000001,,G,,NE,
176,Quarter,2003 Q4,K03000001,,G,,NE,
174,Quarter,2004 Q1,K03000001,,G,,NE,
177,Quarter,2004 Q2,K03000001,,G,,NE,
178,Quarter,2004 Q3,K03000001,,G,,NE,
181,Quarter,2004 Q4,K03000001,,G,,NE,
177,Quarter,2005 Q1,K03000001,,G,,NE,
181,Quarter,2005 Q2,K03000001,,G,,NE,
180,Quarter,2005 Q3,K03000001,,G,,NE,
181,Quarter,2005 Q4,K03000001,,G,,NE,
185,Quarter,2006 Q1,K03000001,,G,,NE,
184,Quarter,2006 Q2,K03000001,,G,,NE,
187,Quarter,2006 Q3,K03000001,,G,,NE,
188,Quarter,2006 Q4,K03000001,,G,,NE,
186,Quarter,2007 Q1,K03000001,,G,,NE,
183,Quarter,2007 Q2,K03000001,,G,,NE,
179,Quarter,2007 Q3,K03000001,,G,,NE,
180,Quarter,2007 Q4,K03000001,,G,,NE,
182,Quarter,2008 Q1,K03000001,,G,,NE,
183,Quarter,2008 Q2,K03000001,,G,,NE,
184,Quarter,2008 Q3,K03000001,,G,,NE,
182,Quarter,2008 Q4,K03000001,,G,,NE,
173,Quarter,2009 Q1,K03000001,,G,,NE,
170,Quarter,2009 Q2,K03000001,,G,,NE,
165,Quarter,2009 Q3,K03000001,,G,,NE,
164,Quarter,2009 Q4,K03000001,,G,,NE,
164,Quarter,2010 Q1,K03000001,,G,,NE,
165,Quarter,2010 Q2,K03000001,,G,,NE,
171,Quarter,2010 Q3,K03000001,,G,,NE,
166,Quarter,2010 Q4,K03000001,,G,,NE,
166,Quarter,2011 Q1,K03000001,,G,,NE,
163,Quarter,2011 Q2,K03000001,,G,,NE,
153,Quarter,2011 Q3,K03000001,,G,,NE,
163,Quarter,2011 Q4,K03000001,,G,,NE,
162,Quarter,2012 Q1,K03000001,,G,,NE,
157,Quarter,2012 Q2,K03000001,,G,,NE,
155,Quarter,2012 Q3,K03000001,,G,,NE,
163,Quarter,2012 Q4,K03000001,,G,,NE,
167,Quarter,2013 Q1,K03000001,,G,,NE,
161,Quarter,2013 Q2,K03000001,,G,,NE,
164,Quarter,2013 Q3,K03000001,,G,,NE,
163,Quarter,2013 Q4,K03000001,,G,,NE,
166,Quarter,2014 Q1,K03000001,,G,,NE,
176,Quarter,2014 Q2,K03000001,,G,,NE,
180,Quarter,2014 Q3,K03000001,,G,,NE,
178,Quarter,2014 Q4,K03000001,,G,,NE,
182,Quarter,2015 Q1,K03000001,,G,,NE,
175,Quarter,2015 Q2,K03000001,,G,,NE,
165,Quarter,2015 Q3,K03000001,,G,,NE,
161,Quarter,2015 Q4,K03000001,,G,,NE,
165,Quarter,2016 Q1,K03000001,,G,,NE,
163,Quarter,2016 Q2,K03000001,,G,,NE,
162,Quarter,2016 Q3,K03000001,,G,,NE,
162,Quarter,2016 Q4,K03000001,,G,,NE,
158,Quarter,2017 Q1,K03000001,,G,,NE,
155,Quarter,2017 Q2,K03000001,,G,,NE,
784,Quarter,1996 Q1,K03000001,,G-T,,NE,
789,Quarter,1996 Q2,K03000001,,G-T,,NE,
777,Quarter,1996 Q3,K03000001,,G-T,,NE,
777,Quarter,1996 Q4,K03000001,,G-T,,NE,
771,Quarter,1997 Q1,K03000001,,G-T,,NE,
787,Quarter,1997 Q2,K03000001,,G-T,,NE,
791,Quarter,1997 Q3,K03000001,,G-T,,NE,
810,Quarter,1997 Q4,K03000001,,G-T,,NE,
813,Quarter,1998 Q1,K03000001,,G-T,,NE,
811,Quarter,1998 Q2,K03000001,,G-T,,NE,
811,Quarter,1998 Q3,K03000001,,G-T,,NE,
786,Quarter,1998 Q4,K03000001,,G-T,,NE,
798,Quarter,1999 Q1,K03000001,,G-T,,NE,
801,Quarter,1999 Q2,K03000001,,G-T,,NE,
815,Quarter,1999 Q3,K03000001,,G-T,,NE,
825,Quarter,1999 Q4,K03000001,,G-T,,NE,
817,Quarter,2000 Q1,K03000001,,G-T,,NE,
817,Quarter,2000 Q2,K03000001,,G-T,,NE,
821,Quarter,2000 Q3,K03000001,,G-T,,NE,
799,Quarter,2000 Q4,K03000001,,G-T,,NE,
814,Quarter,2001 Q1,K03000001,,G-T,,NE,
821,Quarter,2001 Q2,K03000001,,G-T,,NE,
828,Quarter,2001 Q3,K03000001,,G-T,,NE,
832,Quarter,2001 Q4,K03000001,,G-T,,NE,
837,Quarter,2002 Q1,K03000001,,G-T,,NE,
847,Quarter,2002 Q2,K03000001,,G-T,,NE,
864,Quarter,2002 Q3,K03000001,,G-T,,NE,
860,Quarter,2002 Q4,K03000001,,G-T,,NE,
862,Quarter,2003 Q1,K03000001,,G-T,,NE,
871,Quarter,2003 Q2,K03000001,,G-T,,NE,
884,Quarter,2003 Q3,K03000001,,G-T,,NE,
899,Quarter,2003 Q4,K03000001,,G-T,,NE,
904,Quarter,2004 Q1,K03000001,,G-T,,NE,
898,Quarter,2004 Q2,K03000001,,G-T,,NE,
897,Quarter,2004 Q3,K03000001,,G-T,,NE,
890,Quarter,2004 Q4,K03000001,,G-T,,NE,
902,Quarter,2005 Q1,K03000001,,G-T,,NE,
923,Quarter,2005 Q2,K03000001,,G-T,,NE,
938,Quarter,2005 Q3,K03000001,,G-T,,NE,
948,Quarter,2005 Q4,K03000001,,G-T,,NE,
947,Quarter,2006 Q1,K03000001,,G-T,,NE,
953,Quarter,2006 Q2,K03000001,,G-T,,NE,
956,Quarter,2006 Q3,K03000001,,G-T,,NE,
955,Quarter,2006 Q4,K03000001,,G-T,,NE,
941,Quarter,2007 Q1,K03000001,,G-T,,NE,
945,Quarter,2007 Q2,K03000001,,G-T,,NE,
942,Quarter,2007 Q3,K03000001,,G-T,,NE,
948,Quarter,2007 Q4,K03000001,,G-T,,NE,
957,Quarter,2008 Q1,K03000001,,G-T,,NE,
965,Quarter,2008 Q2,K03000001,,G-T,,NE,
963,Quarter,2008 Q3,K03000001,,G-T,,NE,
990,Quarter,2008 Q4,K03000001,,G-T,,NE,
962,Quarter,2009 Q1,K03000001,,G-T,,NE,
959,Quarter,2009 Q2,K03000001,,G-T,,NE,
955,Quarter,2009 Q3,K03000001,,G-T,,NE,
947,Quarter,2009 Q4,K03000001,,G-T,,NE,
961,Quarter,2010 Q1,K03000001,,G-T,,NE,
952,Quarter,2010 Q2,K03000001,,G-T,,NE,
940,Quarter,2010 Q3,K03000001,,G-T,,NE,
922,Quarter,2010 Q4,K03000001,,G-T,,NE,
934,Quarter,2011 Q1,K03000001,,G-T,,NE,
925,Quarter,2011 Q2,K03000001,,G-T,,NE,
931,Quarter,2011 Q3,K03000001,,G-T,,NE,
937,Quarter,2011 Q4,K03000001,,G-T,,NE,
962,Quarter,2012 Q1,K03000001,,G-T,,NE,
921,Quarter,2012 Q2,K03000001,,G-T,,NE,
914,Quarter,2012 Q3,K03000001,,G-T,,NE,
927,Quarter,2012 Q4,K03000001,,G-T,,NE,
935,Quarter,2013 Q1,K03000001,,G-T,,NE,
936,Quarter,2013 Q2,K03000001,,G-T,,NE,
943,Quarter,2013 Q3,K03000001,,G-T,,NE,
941,Quarter,2013 Q4,K03000001,,G-T,,NE,
949,Quarter,2014 Q1,K03000001,,G-T,,NE,
959,Quarter,2014 Q2,K03000001,,G-T,,NE,
951,Quarter,2014 Q3,K03000001,,G-T,,NE,
955,Quarter,2014 Q4,K03000001,,G-T,,NE,
994,Quarter,2015 Q1,K03000001,,G-T,,NE,
1008,Quarter,2015 Q2,K03000001,,G-T,,NE,
984,Quarter,2015 Q3,K03000001,,G-T,,NE,
976,Quarter,2015 Q4,K03000001,,G-T,,NE,
986,Quarter,2016 Q1,K03000001,,G-T,,NE,
974,Quarter,2016 Q2,K03000001,,G-T,,NE,
986,Quarter,2016 Q3,K03000001,,G-T,,NE,
980,Quarter,2016 Q4,K03000001,,G-T,,NE,
983,Quarter,2017 Q1,K03000001,,G-T,,NE,
981,Quarter,2017 Q2,K03000001,,G-T,,NE,
46,Quarter,1996 Q1,K03000001,,H,,NE,
47,Quarter,1996 Q2,K03000001,,H,,NE,
45,Quarter,1996 Q3,K03000001,,H,,NE,
46,Quarter,1996 Q4,K03000001,,H,,NE,
44,Quarter,1997 Q1,K03000001,,H,,NE,
43,Quarter,1997 Q2,K03000001,,H,,NE,
44,Quarter,1997 Q3,K03000001,,H,,NE,
47,Quarter,1997 Q4,K03000001,,H,,NE,
47,Quarter,1998 Q1,K03000001,,H,,NE,
47,Quarter,1998 Q2,K03000001,,H,,NE,
48,Quarter,1998 Q3,K03000001,,H,,NE,
43,Quarter,1998 Q4,K03000001,,H,,NE,
42,Quarter,1999 Q1,K03000001,,H,,NE,
42,Quarter,1999 Q2,K03000001,,H,,NE,
42,Quarter,1999 Q3,K03000001,,H,,NE,
43,Quarter,1999 Q4,K03000001,,H,,NE,
42,Quarter,2000 Q1,K03000001,,H,,NE,
42,Quarter,2000 Q2,K03000001,,H,,NE,
43,Quarter,2000 Q3,K03000001,,H,,NE,
44,Quarter,2000 Q4,K03000001,,H,,NE,
45,Quarter,2001 Q1,K03000001,,H,,NE,
48,Quarter,2001 Q2,K03000001,,H,,NE,
43,Quarter,2001 Q3,K03000001,,H,,NE,
44,Quarter,2001 Q4,K03000001,,H,,NE,
44,Quarter,2002 Q1,K03000001,,H,,NE,
44,Quarter,2002 Q2,K03000001,,H,,NE,
45,Quarter,2002 Q3,K03000001,,H,,NE,
45,Quarter,2002 Q4,K03000001,,H,,NE,
47,Quarter,2003 Q1,K03000001,,H,,NE,
49,Quarter,2003 Q2,K03000001,,H,,NE,
47,Quarter,2003 Q3,K03000001,,H,,NE,
47,Quarter,2003 Q4,K03000001,,H,,NE,
44,Quarter,2004 Q1,K03000001,,H,,NE,
43,Quarter,2004 Q2,K03000001,,H,,NE,
40,Quarter,2004 Q3,K03000001,,H,,NE,
42,Quarter,2004 Q4,K03000001,,H,,NE,
43,Quarter,2005 Q1,K03000001,,H,,NE,
43,Quarter,2005 Q2,K03000001,,H,,NE,
43,Quarter,2005 Q3,K03000001,,H,,NE,
44,Quarter,2005 Q4,K03000001,,H,,NE,
48,Quarter,2006 Q1,K03000001,,H,,NE,
47,Quarter,2006 Q2,K03000001,,H,,NE,
46,Quarter,2006 Q3,K03000001,,H,,NE,
48,Quarter,2006 Q4,K03000001,,H,,NE,
45,Quarter,2007 Q1,K03000001,,H,,NE,
45,Quarter,2007 Q2,K03000001,,H,,NE,
46,Quarter,2007 Q3,K03000001,,H,,NE,
45,Quarter,2007 Q4,K03000001,,H,,NE,
44,Quarter,2008 Q1,K03000001,,H,,NE,
48,Quarter,2008 Q2,K03000001,,H,,NE,
47,Quarter,2008 Q3,K03000001,,H,,NE,
49,Quarter,2008 Q4,K03000001,,H,,NE,
48,Quarter,2009 Q1,K03000001,,H,,NE,
49,Quarter,2009 Q2,K03000001,,H,,NE,
51,Quarter,2009 Q3,K03000001,,H,,NE,
49,Quarter,2009 Q4,K03000001,,H,,NE,
49,Quarter,2010 Q1,K03000001,,H,,NE,
42,Quarter,2010 Q2,K03000001,,H,,NE,
45,Quarter,2010 Q3,K03000001,,H,,NE,
47,Quarter,2010 Q4,K03000001,,H,,NE,
52,Quarter,2011 Q1,K03000001,,H,,NE,
53,Quarter,2011 Q2,K03000001,,H,,NE,
53,Quarter,2011 Q3,K03000001,,H,,NE,
50,Quarter,2011 Q4,K03000001,,H,,NE,
54,Quarter,2012 Q1,K03000001,,H,,NE,
47,Quarter,2012 Q2,K03000001,,H,,NE,
46,Quarter,2012 Q3,K03000001,,H,,NE,
47,Quarter,2012 Q4,K03000001,,H,,NE,
53,Quarter,2013 Q1,K03000001,,H,,NE,
51,Quarter,2013 Q2,K03000001,,H,,NE,
53,Quarter,2013 Q3,K03000001,,H,,NE,
53,Quarter,2013 Q4,K03000001,,H,,NE,
52,Quarter,2014 Q1,K03000001,,H,,NE,
50,Quarter,2014 Q2,K03000001,,H,,NE,
49,Quarter,2014 Q3,K03000001,,H,,NE,
51,Quarter,2014 Q4,K03000001,,H,,NE,
49,Quarter,2015 Q1,K03000001,,H,,NE,
50,Quarter,2015 Q2,K03000001,,H,,NE,
49,Quarter,2015 Q3,K03000001,,H,,NE,
51,Quarter,2015 Q4,K03000001,,H,,NE,
51,Quarter,2016 Q1,K03000001,,H,,NE,
53,Quarter,2016 Q2,K03000001,,H,,NE,
54,Quarter,2016 Q3,K03000001,,H,,NE,
50,Quarter,2016 Q4,K03000001,,H,,NE,
54,Quarter,2017 Q1,K03000001,,H,,NE,
56,Quarter,2017 Q2,K03000001,,H,,NE,
59,Quarter,1996 Q1,K03000001,,I,,NE,
62,Quarter,1996 Q2,K03000001,,I,,NE,
61,Quarter,1996 Q3,K03000001,,I,,NE,
61,Quarter,1996 Q4,K03000001,,I,,NE,
63,Quarter,1997 Q1,K03000001,,I,,NE,
63,Quarter,1997 Q2,K03000001,,I,,NE,
62,Quarter,1997 Q3,K03000001,,I,,NE,
68,Quarter,1997 Q4,K03000001,,I,,NE,
67,Quarter,1998 Q1,K03000001,,I,,NE,
69,Quarter,1998 Q2,K03000001,,I,,NE,
70,Quarter,1998 Q3,K03000001,,I,,NE,
68,Quarter,1998 Q4,K03000001,,I,,NE,
69,Quarter,1999 Q1,K03000001,,I,,NE,
68,Quarter,1999 Q2,K03000001,,I,,NE,
72,Quarter,1999 Q3,K03000001,,I,,NE,
72,Quarter,1999 Q4,K03000001,,I,,NE,
68,Quarter,2000 Q1,K03000001,,I,,NE,
64,Quarter,2000 Q2,K03000001,,I,,NE,
61,Quarter,2000 Q3,K03000001,,I,,NE,
57,Quarter,2000 Q4,K03000001,,I,,NE,
61,Quarter,2001 Q1,K03000001,,I,,NE,
65,Quarter,2001 Q2,K03000001,,I,,NE,
66,Quarter,2001 Q3,K03000001,,I,,NE,
68,Quarter,2001 Q4,K03000001,,I,,NE,
68,Quarter,2002 Q1,K03000001,,I,,NE,
70,Quarter,2002 Q2,K03000001,,I,,NE,
68,Quarter,2002 Q3,K03000001,,I,,NE,
69,Quarter,2002 Q4,K03000001,,I,,NE,
69,Quarter,2003 Q1,K03000001,,I,,NE,
68,Quarter,2003 Q2,K03000001,,I,,NE,
70,Quarter,2003 Q3,K03000001,,I,,NE,
71,Quarter,2003 Q4,K03000001,,I,,NE,
73,Quarter,2004 Q1,K03000001,,I,,NE,
70,Quarter,2004 Q2,K03000001,,I,,NE,
70,Quarter,2004 Q3,K03000001,,I,,NE,
73,Quarter,2004 Q4,K03000001,,I,,NE,
73,Quarter,2005 Q1,K03000001,,I,,NE,
74,Quarter,2005 Q2,K03000001,,I,,NE,
76,Quarter,2005 Q3,K03000001,,I,,NE,
76,Quarter,2005 Q4,K03000001,,I,,NE,
76,Quarter,2006 Q1,K03000001,,I,,NE,
76,Quarter,2006 Q2,K03000001,,I,,NE,
76,Quarter,2006 Q3,K03000001,,I,,NE,
74,Quarter,2006 Q4,K03000001,,I,,NE,
73,Quarter,2007 Q1,K03000001,,I,,NE,
75,Quarter,2007 Q2,K03000001,,I,,NE,
74,Quarter,2007 Q3,K03000001,,I,,NE,
75,Quarter,2007 Q4,K03000001,,I,,NE,
76,Quarter,2008 Q1,K03000001,,I,,NE,
76,Quarter,2008 Q2,K03000001,,I,,NE,
78,Quarter,2008 Q3,K03000001,,I,,NE,
75,Quarter,2008 Q4,K03000001,,I,,NE,
80,Quarter,2009 Q1,K03000001,,I,,NE,
81,Quarter,2009 Q2,K03000001,,I,,NE,
73,Quarter,2009 Q3,K03000001,,I,,NE,
74,Quarter,2009 Q4,K03000001,,I,,NE,
69,Quarter,2010 Q1,K03000001,,I,,NE,
67,Quarter,2010 Q2,K03000001,,I,,NE,
65,Quarter,2010 Q3,K03000001,,I,,NE,
66,Quarter,2010 Q4,K03000001,,I,,NE,
75,Quarter,2011 Q1,K03000001,,I,,NE,
73,Quarter,2011 Q2,K03000001,,I,,NE,
79,Quarter,2011 Q3,K03000001,,I,,NE,
77,Quarter,2011 Q4,K03000001,,I,,NE,
75,Quarter,2012 Q1,K03000001,,I,,NE,
67,Quarter,2012 Q2,K03000001,,I,,NE,
75,Quarter,2012 Q3,K03000001,,I,,NE,
78,Quarter,2012 Q4,K03000001,,I,,NE,
78,Quarter,2013 Q1,K03000001,,I,,NE,
79,Quarter,2013 Q2,K03000001,,I,,NE,
78,Quarter,2013 Q3,K03000001,,I,,NE,
75,Quarter,2013 Q4,K03000001,,I,,NE,
73,Quarter,2014 Q1,K03000001,,I,,NE,
71,Quarter,2014 Q2,K03000001,,I,,NE,
72,Quarter,2014 Q3,K03000001,,I,,NE,
73,Quarter,2014 Q4,K03000001,,I,,NE,
79,Quarter,2015 Q1,K03000001,,I,,NE,
84,Quarter,2015 Q2,K03000001,,I,,NE,
85,Quarter,2015 Q3,K03000001,,I,,NE,
80,Quarter,2015 Q4,K03000001,,I,,NE,
77,Quarter,2016 Q1,K03000001,,I,,NE,
75,Quarter,2016 Q2,K03000001,,I,,NE,
78,Quarter,2016 Q3,K03000001,,I,,NE,
79,Quarter,2016 Q4,K03000001,,I,,NE,
83,Quarter,2017 Q1,K03000001,,I,,NE,
84,Quarter,2017 Q2,K03000001,,I,,NE,
18,Quarter,1996 Q1,K03000001,,J,,NE,
18,Quarter,1996 Q2,K03000001,,J,,NE,
19,Quarter,1996 Q3,K03000001,,J,,NE,
18,Quarter,1996 Q4,K03000001,,J,,NE,
20,Quarter,1997 Q1,K03000001,,J,,NE,
20,Quarter,1997 Q2,K03000001,,J,,NE,
19,Quarter,1997 Q3,K03000001,,J,,NE,
20,Quarter,1997 Q4,K03000001,,J,,NE,
22,Quarter,1998 Q1,K03000001,,J,,NE,
22,Quarter,1998 Q2,K03000001,,J,,NE,
23,Quarter,1998 Q3,K03000001,,J,,NE,
23,Quarter,1998 Q4,K03000001,,J,,NE,
23,Quarter,1999 Q1,K03000001,,J,,NE,
25,Quarter,1999 Q2,K03000001,,J,,NE,
22,Quarter,1999 Q3,K03000001,,J,,NE,
22,Quarter,1999 Q4,K03000001,,J,,NE,
23,Quarter,2000 Q1,K03000001,,J,,NE,
24,Quarter,2000 Q2,K03000001,,J,,NE,
26,Quarter,2000 Q3,K03000001,,J,,NE,
27,Quarter,2000 Q4,K03000001,,J,,NE,
28,Quarter,2001 Q1,K03000001,,J,,NE,
30,Quarter,2001 Q2,K03000001,,J,,NE,
30,Quarter,2001 Q3,K03000001,,J,,NE,
29,Quarter,2001 Q4,K03000001,,J,,NE,
29,Quarter,2002 Q1,K03000001,,J,,NE,
29,Quarter,2002 Q2,K03000001,,J,,NE,
30,Quarter,2002 Q3,K03000001,,J,,NE,
29,Quarter,2002 Q4,K03000001,,J,,NE,
30,Quarter,2003 Q1,K03000001,,J,,NE,
29,Quarter,2003 Q2,K03000001,,J,,NE,
29,Quarter,2003 Q3,K03000001,,J,,NE,
30,Quarter,2003 Q4,K03000001,,J,,NE,
31,Quarter,2004 Q1,K03000001,,J,,NE,
29,Quarter,2004 Q2,K03000001,,J,,NE,
27,Quarter,2004 Q3,K03000001,,J,,NE,
27,Quarter,2004 Q4,K03000001,,J,,NE,
28,Quarter,2005 Q1,K03000001,,J,,NE,
29,Quarter,2005 Q2,K03000001,,J,,NE,
29,Quarter,2005 Q3,K03000001,,J,,NE,
29,Quarter,2005 Q4,K03000001,,J,,NE,
32,Quarter,2006 Q1,K03000001,,J,,NE,
33,Quarter,2006 Q2,K03000001,,J,,NE,
33,Quarter,2006 Q3,K03000001,,J,,NE,
34,Quarter,2006 Q4,K03000001,,J,,NE,
33,Quarter,2007 Q1,K03000001,,J,,NE,
32,Quarter,2007 Q2,K03000001,,J,,NE,
30,Quarter,2007 Q3,K03000001,,J,,NE,
32,Quarter,2007 Q4,K03000001,,J,,NE,
31,Quarter,2008 Q1,K03000001,,J,,NE,
31,Quarter,2008 Q2,K03000001,,J,,NE,
33,Quarter,2008 Q3,K03000001,,J,,NE,
32,Quarter,2008 Q4,K03000001,,J,,NE,
31,Quarter,2009 Q1,K03000001,,J,,NE,
33,Quarter,2009 Q2,K03000001,,J,,NE,
31,Quarter,2009 Q3,K03000001,,J,,NE,
31,Quarter,2009 Q4,K03000001,,J,,NE,
31,Quarter,2010 Q1,K03000001,,J,,NE,
31,Quarter,2010 Q2,K03000001,,J,,NE,
31,Quarter,2010 Q3,K03000001,,J,,NE,
33,Quarter,2010 Q4,K03000001,,J,,NE,
34,Quarter,2011 Q1,K03000001,,J,,NE,
34,Quarter,2011 Q2,K03000001,,J,,NE,
34,Quarter,2011 Q3,K03000001,,J,,NE,
32,Quarter,2011 Q4,K03000001,,J,,NE,
33,Quarter,2012 Q1,K03000001,,J,,NE,
30,Quarter,2012 Q2,K03000001,,J,,NE,
31,Quarter,2012 Q3,K03000001,,J,,NE,
35,Quarter,2012 Q4,K03000001,,J,,NE,
34,Quarter,2013 Q1,K03000001,,J,,NE,
