V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Employment status_codelist,Employment status,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
25.93749392,12.90047767,272,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault with injury,,35-44,,All adults
2.548058779,2.55049746,437,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault with injury,,35-44,,All adults
0,0,57,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault with injury,,35-44,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault with injury,,35-44,,All adults
0,0,30,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault with injury,,35-44,,All adults
5.157284913,1.491639575,4876,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault with injury,,35-44,,All adults
12.34860725,12.33423565,124,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault with injury,,35-44,,All adults
10.58794585,4.871216542,912,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault with injury,,45-54,,All adults
19.97305588,10.24232367,474,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault with injury,,45-54,,All adults
4.561253923,4.552837984,256,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault with injury,,45-54,,All adults
0,0,108,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault with injury,,45-54,,All adults
0,0,57,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault with injury,,45-54,,All adults
0,0,17,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault with injury,,45-54,,All adults
7.331318881,2.07003885,5141,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault with injury,,45-54,,All adults
9.653745438,9.604886949,137,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault with injury,,45-54,,All adults
1.094218766,0.808246791,2043,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault with injury,,55-64,,All adults
4.67251747,3.456276222,534,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault with injury,,55-64,,All adults
0,0,147,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault with injury,,55-64,,All adults
0,0,110,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault with injury,,55-64,,All adults
0,0,1247,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault with injury,,55-64,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault with injury,,55-64,,All adults
3.988646845,1.279435798,3511,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault with injury,,55-64,,All adults
0,0,101,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault with injury,,55-64,,All adults
1.399991038,0.535128492,4687,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault with injury,,65-74,,All adults
0,0,84,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault with injury,,65-74,,All adults
0,0,21,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault with injury,,65-74,,All adults
0,0,17,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault with injury,,65-74,,All adults
1.438146943,0.549644179,4564,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault with injury,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault with injury,,65-74,,All adults
0.407930525,0.408129508,887,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault with injury,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault with injury,,65-74,,All adults
0,0,4106,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault with injury,,75+,,All adults
0,0,33,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault with injury,,75+,,All adults
0,0,27,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault with injury,,75+,,All adults
0,0,10,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault with injury,,75+,,All adults
0,0,4036,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault with injury,,75+,,All adults
0,0,146,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault with injury,,75+,,All adults
3.84019843,2.58769793,440,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault with injury,,16-24,,Female
0,0,20,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault with injury,,16-24,,Female
18.26101214,14.67314067,119,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault with injury,,16-24,,Female
0,0,18,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault with injury,,16-24,,Female
1.10128199,1.102898056,283,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault with injury,,16-24,,Female
7.47718955,3.342791714,831,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault with injury,,16-24,,Female
15.7851116,11.79374754,88,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault with injury,,16-24,,Female
3.061660444,0.969643417,8341,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault with injury,,16+,,Female
15.47626914,7.389792963,850,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault with injury,,16+,,Female
7.209212514,3.558185444,1419,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault with injury,,16+,,Female
0,0,219,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault with injury,,16+,,Female
0.307966954,0.222684126,5489,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault with injury,,16+,,Female
0.979060589,0.980240215,364,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault with injury,,16+,,Female
6.232403272,1.171112524,10252,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault with injury,,16+,,Female
10.35519013,5.523161018,360,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault with injury,,16+,,Female
15.27896676,8.392523312,676,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault with injury,,25-34,,Female
52.13535673,44.6856601,88,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault with injury,,25-34,,Female
12.41988421,8.880414014,498,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault with injury,,25-34,,Female
0,0,43,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault with injury,,25-34,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault with injury,,25-34,,Female
0,0,45,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault with injury,,25-34,,Female
4.750996928,2.08535857,2269,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault with injury,,25-34,,Female
19.3839486,13.63126612,96,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault with injury,,25-34,,Female
7.556914099,4.611895077,592,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault with injury,,35-44,,Female
32.52128858,24.3276026,131,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault with injury,,35-44,,Female
2.761931526,2.764505479,405,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault with injury,,35-44,,Female
0,0,30,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault with injury,,35-44,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault with injury,,35-44,,Female
0,0,21,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault with injury,,35-44,,Female
6.793326514,2.459141216,2467,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault with injury,,35-44,,Female
0,0,65,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault with injury,,35-44,,Female
8.315944405,5.519941012,597,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault with injury,,45-54,,Female
15.70488418,13.18590172,270,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault with injury,,45-54,,Female
5.15291408,5.142094356,226,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault with injury,,45-54,,Female
0,0,57,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault with injury,,45-54,,Female
0,0,33,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault with injury,,45-54,,Female
0,0,11,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault with injury,,45-54,,Female
6.564787004,2.967758405,2602,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault with injury,,45-54,,Female
0,0,61,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault with injury,,45-54,,Female
0,0,1206,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault with injury,,55-64,,Female
0,0,273,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault with injury,,55-64,,Female
0,0,126,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault with injury,,55-64,,Female
0,0,53,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault with injury,,55-64,,Female
0,0,751,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault with injury,,55-64,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault with injury,,55-64,,Female
7.096388259,2.525523648,1685,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault with injury,,55-64,,Female
0,0,48,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault with injury,,55-64,,Female
0.688556093,0.497827789,2529,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault with injury,,65-74,,Female
0,0,46,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault with injury,,65-74,,Female
0,0,20,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault with injury,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault with injury,,65-74,,Female
0.710607109,0.513758269,2453,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault with injury,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault with injury,,65-74,,Female
1.0593325,1.0602422,346,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault with injury,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault with injury,,65-74,,Female
0,0,2301,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault with injury,,75+,,Female
0,0,22,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault with injury,,75+,,Female
0,0,25,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault with injury,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault with injury,,75+,,Female
0,0,2245,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault with injury,,75+,,Female
0,0,52,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault with injury,,75+,,Female
30.93113267,11.43163389,391,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault with injury,,16-24,,Male
169.0793736,161.8513328,15,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault with injury,,16-24,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault with injury,,16-24,,Male
16.60824963,16.84925377,28,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault with injury,,16-24,,Male
23.30497641,10.5692706,343,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault with injury,,16-24,,Male
17.87114461,6.974386587,744,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault with injury,,16-24,,Male
67.12104089,56.64385459,90,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault with injury,,16-24,,Male
7.247188512,1.905192526,5881,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault with injury,,16+,,Male
20.79218897,8.451916768,727,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault with injury,,16+,,Male
25.09905058,24.9277811,111,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault with injury,,16+,,Male
6.702333304,4.777615807,211,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault with injury,,16+,,Male
1.083017319,0.487459772,4425,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault with injury,,16+,,Male
20.80244247,9.438642796,407,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault with injury,,16+,,Male
6.596738211,1.256039309,10198,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault with injury,,16+,,Male
38.79423798,23.91065887,336,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault with injury,,16+,,Male
3.293454511,3.296807573,163,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault with injury,,25-34,,Male
0,0,57,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault with injury,,25-34,,Male
0,0,20,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault with injury,,25-34,,Male
12.23964351,12.30181652,39,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault with injury,,25-34,,Male
0,0,47,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault with injury,,25-34,,Male
6.529572449,2.06900055,2045,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault with injury,,25-34,,Male
30.04849197,29.51552787,53,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault with injury,,25-34,,Male
12.65264602,7.910316573,212,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault with injury,,35-44,,Male
20.83844304,12.95943098,141,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault with injury,,35-44,,Male
0,0,32,Quarter,2017 Q1,K04000001,,,Economically inactive: looking after family/home,,Incidence rate,,Common assault with injury,,35-44,,Male
0,0,27,Quarter,2017 Q1,K04000001,,,Economically inactive: other,,Incidence rate,,Common assault with injury,,35-44,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: retired,,Incidence rate,,Common assault with injury,,35-44,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,Economically inactive: student,,Incidence rate,,Common assault with injury,,35-44,,Male
3.71402017,1.786894839,2409,Quarter,2017 Q1,K04000001,,,Employed,,Incidence rate,,Common assault with injury,,35-44,,Male
24.88601769,24.83046916,59,Quarter,2017 Q1,K04000001,,,Unemployed,,Incidence rate,,Common assault with injury,,35-44,,Male
15.43389897,9.646033442,315,Quarter,2017 Q1,K04000001,,,Economically inactive,,Incidence rate,,Common assault with injury,,45-54,,Male
25.68776906,16.15969115,204,Quarter,2017 Q1,K04000001,,,Economically inactive: long-term/temp sick/ill,,Incidence rate,,Common assault with injury,,45-54,,Male
