V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Level of physical disorder in immediate area_codelist,Level of physical disorder in immediate area,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
10.95509557,1.049557973,970,Quarter,2017 Q1,K04000001,,,High,,Prevalence rate,,All vehicle crime,, ,, 
6.45657856,0.166704985,27076,Quarter,2017 Q1,K04000001,,,Low,,Prevalence rate,,All vehicle crime,, ,, 
2.511771848,0.373851198,1833,Quarter,2017 Q1,K04000001,,,High,,Prevalence rate,,All vehicle-related thefts,, ,, 
2.81288239,0.098189803,33250,Quarter,2017 Q1,K04000001,,,Low,,Prevalence rate,,All vehicle-related thefts,, ,, 
4.907510777,0.719182003,970,Quarter,2017 Q1,K04000001,,,High,,Prevalence rate,,All vehicle-related thefts,, ,, 
3.555695164,0.123887785,27076,Quarter,2017 Q1,K04000001,,,Low,,Prevalence rate,,All vehicle-related thefts,, ,, 
0.3896575,0.14954136699999998,1833,Quarter,2017 Q1,K04000001,,,High,,Prevalence rate,,Attempted theft of and from vehicles,, ,, 
0.5480124670000001,0.044449039,33250,Quarter,2017 Q1,K04000001,,,Low,,Prevalence rate,,Attempted theft of and from vehicles,, ,, 
0.76131452,0.29163079,970,Quarter,2017 Q1,K04000001,,,High,,Prevalence rate,,Attempted theft of and from vehicles,, ,, 
0.693716392,0.056285002,27076,Quarter,2017 Q1,K04000001,,,Low,,Prevalence rate,,Attempted theft of and from vehicles,, ,, 
2.028253185,0.37793046399999997,1833,Quarter,2017 Q1,K04000001,,,High,,Prevalence rate,,Bicycle theft,, ,, 
1.0266469,0.060167548,33250,Quarter,2017 Q1,K04000001,,,Low,,Prevalence rate,,Bicycle theft,, ,, 
5.629277719,1.045676201,658,Quarter,2017 Q1,K04000001,,,High,,Prevalence rate,,Bicycle theft,, ,, 
1.9635104280000002,0.12008121599999999,16061,Quarter,2017 Q1,K04000001,,,Low,,Prevalence rate,,Bicycle theft,, ,, 
0.424447873,0.225477608,1833,Quarter,2017 Q1,K04000001,,,High,,Prevalence rate,,Burglary in building other than dwelling with entry and no loss,, ,, 
0.13295575099999998,0.021144172000000003,33250,Quarter,2017 Q1,K04000001,,,Low,,Prevalence rate,,Burglary in building other than dwelling with entry and no loss,, ,, 
0.27394972100000003,0.114644292,1833,Quarter,2017 Q1,K04000001,,,High,,Prevalence rate,,Burglary in building other than dwelling with entry and loss,, ,, 
0.378499366,0.033906961,33250,Quarter,2017 Q1,K04000001,,,Low,,Prevalence rate,,Burglary in building other than dwelling with entry and loss,, ,, 
0.397392531,0.15208150199999998,1833,Quarter,2017 Q1,K04000001,,,High,,Prevalence rate,,Burglary in dwelling with no loss,, ,, 
0.33595374100000003,0.036849471,33250,Quarter,2017 Q1,K04000001,,,Low,,Prevalence rate,,Burglary in dwelling with no loss,, ,, 
1.0910048909999999,0.259732381,1833,Quarter,2017 Q1,K04000001,,,High,,Prevalence rate,,Attempted burglary in dwelling,, ,, 
0.6076043560000001,0.04474282,33250,Quarter,2017 Q1,K04000001,,,Low,,Prevalence rate,,Attempted burglary in dwelling,, ,, 
1.387948375,0.283537007,1833,Quarter,2017 Q1,K04000001,,,High,,Prevalence rate,,Burglary in dwelling with entry,, ,, 
0.8416635090000001,0.054806655999999995,33250,Quarter,2017 Q1,K04000001,,,Low,,Prevalence rate,,Burglary in dwelling with entry,, ,, 
2.478953266,0.381189557,1833,Quarter,2017 Q1,K04000001,,,High,,Prevalence rate,,Burglary in dwelling,, ,, 
1.4331980659999999,0.069427376,33250,Quarter,2017 Q1,K04000001,,,Low,,Prevalence rate,,Burglary in dwelling,, ,, 
0.9905558440000001,0.240351798,1833,Quarter,2017 Q1,K04000001,,,High,,Prevalence rate,,Burglary in dwelling with loss,, ,, 
0.5212171720000001,0.040968946,33250,Quarter,2017 Q1,K04000001,,,Low,,Prevalence rate,,Burglary in dwelling with loss,, ,, 
0.797506862,0.260893198,1833,Quarter,2017 Q1,K04000001,,,High,,Prevalence rate,,Burglary in building other than dwelling,, ,, 
0.627233515,0.043803907999999996,33250,Quarter,2017 Q1,K04000001,,,Low,,Prevalence rate,,Burglary in building other than dwelling,, ,, 
0.130994747,0.077916848,1833,Quarter,2017 Q1,K04000001,,,High,,Prevalence rate,,Attempted burglary in building other than dwelling,, ,, 
0.125677123,0.019786096,33250,Quarter,2017 Q1,K04000001,,,Low,,Prevalence rate,,Attempted burglary in building other than dwelling,, ,, 
0.698397594,0.25253822800000003,1833,Quarter,2017 Q1,K04000001,,,High,,Prevalence rate,,Burglary in building other than dwelling with entry,, ,, 
0.50806497,0.039160598,33250,Quarter,2017 Q1,K04000001,,,Low,,Prevalence rate,,Burglary in building other than dwelling with entry,, ,, 
1.4556561069999998,0.281716868,1833,Quarter,2017 Q1,K04000001,,,High,,Prevalence rate,,Arson and other criminal damage,, ,, 
1.032119423,0.05891085,33250,Quarter,2017 Q1,K04000001,,,Low,,Prevalence rate,,Arson and other criminal damage,, ,, 
3.3934169439999997,0.447996525,1833,Quarter,2017 Q1,K04000001,,,High,,Prevalence rate,,Criminal damage to a vehicle,, ,, 
2.428920775,0.089120224,33250,Quarter,2017 Q1,K04000001,,,Low,,Prevalence rate,,Criminal damage to a vehicle,, ,, 
6.630072806,0.864136646,970,Quarter,2017 Q1,K04000001,,,High,,Prevalence rate,,Criminal damage to a vehicle,, ,, 
3.063365483,0.11201223699999999,27076,Quarter,2017 Q1,K04000001,,,Low,,Prevalence rate,,Criminal damage to a vehicle,, ,, 
3.269321713,0.433337594,1833,Quarter,2017 Q1,K04000001,,,High,,Prevalence rate,,Other household theft,, ,, 
1.915630546,0.081255514,33250,Quarter,2017 Q1,K04000001,,,Low,,Prevalence rate,,Other household theft,, ,, 
2.039210711,0.332250859,1833,Quarter,2017 Q1,K04000001,,,High,,Prevalence rate,,Theft from a motor vehicle,, ,, 
2.091363065,0.08317297,33250,Quarter,2017 Q1,K04000001,,,Low,,Prevalence rate,,Theft from a motor vehicle,, ,, 
3.98421877,0.640333833,970,Quarter,2017 Q1,K04000001,,,High,,Prevalence rate,,Theft from a motor vehicle,, ,, 
2.6423404269999997,0.10490661300000001,27076,Quarter,2017 Q1,K04000001,,,Low,,Prevalence rate,,Theft from a motor vehicle,, ,, 
0.14661418699999998,0.091078462,1833,Quarter,2017 Q1,K04000001,,,High,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.232474879,0.027906922999999997,33250,Quarter,2017 Q1,K04000001,,,Low,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.286455438,0.17785287800000002,970,Quarter,2017 Q1,K04000001,,,High,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.294284609,0.035338403,27076,Quarter,2017 Q1,K04000001,,,Low,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.6262748929999999,0.20311506699999998,1833,Quarter,2017 Q1,K04000001,,,High,,Prevalence rate,,Theft from a dwelling and meter,, ,, 
0.199678319,0.028062821,33250,Quarter,2017 Q1,K04000001,,,Low,,Prevalence rate,,Theft from a dwelling and meter,, ,, 
10.20313078,0.7779037059999999,1833,Quarter,2017 Q1,K04000001,,,High,,Prevalence rate,,All household theft,, ,, 
7.3386667779999994,0.156615267,33250,Quarter,2017 Q1,K04000001,,,Low,,Prevalence rate,,All household theft,, ,, 
2.643046821,0.37622120600000003,1833,Quarter,2017 Q1,K04000001,,,High,,Prevalence rate,,Theft from outside dwelling,, ,, 
1.7202412580000002,0.07660597400000001,33250,Quarter,2017 Q1,K04000001,,,Low,,Prevalence rate,,Theft from outside dwelling,, ,, 
13.91234967,0.892803412,1833,Quarter,2017 Q1,K04000001,,,High,,Prevalence rate,,All household crime,, ,, 
10.18004012,0.190298259,33250,Quarter,2017 Q1,K04000001,,,Low,,Prevalence rate,,All household crime,, ,, 
4.778518117,0.546496625,1833,Quarter,2017 Q1,K04000001,,,High,,Prevalence rate,,Criminal damage  ,, ,, 
3.3927722410000003,0.10739887099999999,33250,Quarter,2017 Q1,K04000001,,,Low,,Prevalence rate,,Criminal damage  ,, ,, 
