V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Tenure_codelist,Tenure,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
17.77362802,6.607866064,1442,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,55-64,,All adults
16.2183386,5.476347228,892,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,55-64,,All adults
6.850800296,1.856662297,4370,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,65-74,,All adults
5.854496709,3.534092541,323,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,65-74,,All adults
5.30117499,2.257978053,1182,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,65-74,,All adults
5.08281058,2.831194821,859,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,65-74,,All adults
1.704631926,0.680455376,3339,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,75+,,All adults
0,0,200,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,75+,,All adults
1.002619208,1.002434331,897,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,75+,,All adults
1.319376744,1.318929792,697,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,75+,,All adults
5.032776208,4.087068359,380,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,16-24,,Female
15.54077188,5.003383818,636,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,16-24,,Female
27.09104654,7.457608486,958,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,16-24,,Female
55.26941974,22.33094326,322,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,16-24,,Female
12.22144476,1.760520472,11960,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,16+,,Female
12.83722547,2.342121629,3416,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,16+,,Female
19.28125668,2.42646433,6902,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,16+,,Female
27.13188066,4.578344233,3486,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,16+,,Female
17.06130725,6.061881538,1218,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,25-34,,Female
9.133344855,3.590731202,1167,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,25-34,,Female
22.53744048,4.807369716,1815,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,25-34,,Female
52.79856106,13.27749957,648,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,25-34,,Female
15.19474674,4.09267359,1882,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,35-44,,Female
14.49856007,5.324782818,680,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,35-44,,Female
21.22974608,5.092281923,1234,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,35-44,,Female
29.80459864,9.395883083,554,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,35-44,,Female
23.87340578,6.396407583,2229,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,45-54,,Female
24.61205053,10.74095004,390,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,45-54,,Female
16.06266091,5.364289197,1016,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,45-54,,Female
11.04118181,5.736127825,626,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,45-54,,Female
10.95749966,3.269217004,2172,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,55-64,,Female
7.255381429,7.2208835,285,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,55-64,,Female
16.00425532,6.122235537,755,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,55-64,,Female
21.6605631,8.931343028,470,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,55-64,,Female
4.807646111,2.013524643,2254,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,65-74,,Female
4.73480824,4.745775262,151,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,65-74,,Female
2.761669868,1.961213375,608,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,65-74,,Female
2.048291674,2.04699754,457,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,65-74,,Female
1.231438168,0.727240874,1825,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,75+,,Female
0,0,107,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,75+,,Female
0,0,516,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,75+,,Female
0,0,409,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,75+,,Female
43.72135375,12.28003263,395,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,16-24,,Male
78.88744758,19.75256393,584,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,16-24,,Male
76.78030107,16.58964653,811,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,16-24,,Male
70.60951503,30.41322549,227,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,16-24,,Male
19.84585673,2.176856269,10666,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,16+,,Male
42.62121064,6.787992951,3210,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,16+,,Male
37.2593381,4.962262247,5664,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,16+,,Male
28.08649351,6.857832101,2454,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,16+,,Male
28.75953953,7.259875845,988,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,25-34,,Male
27.07943877,6.737486942,952,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,25-34,,Male
29.11187939,7.211298405,1265,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,25-34,,Male
35.75493003,21.48360006,313,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,25-34,,Male
17.15829874,4.409070706,1610,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,35-44,,Male
36.91473018,12.87730044,684,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,35-44,,Male
33.54625135,9.678115329,1058,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,35-44,,Male
27.0329147,13.97073461,374,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,35-44,,Male
34.57851546,6.897913226,2031,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,45-54,,Male
23.10429053,9.431402372,460,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,45-54,,Male
21.01509129,5.79313573,888,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,45-54,,Male
18.83409174,6.616546966,428,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,45-54,,Male
10.36874371,3.696597305,2012,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,55-64,,Male
33.24176749,27.96495079,265,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,55-64,,Male
19.72511004,12.26921211,687,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,55-64,,Male
9.931485297,5.941478853,422,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,55-64,,Male
9.030056589,3.168171425,2116,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,65-74,,Male
6.940245153,5.217173133,172,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,65-74,,Male
8.103730814,4.231779053,574,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,65-74,,Male
8.607622799,5.624670856,402,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,65-74,,Male
2.299576233,1.233487401,1514,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault,,75+,,Male
0,0,93,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault,,75+,,Male
2.517642569,2.515715966,381,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault,,75+,,Male
3.371451595,3.367735925,288,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault,,75+,,Male
14.6404408,4.285284553,775,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,16-24,,All adults
30.18412547,8.783479436,1220,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,16-24,,All adults
32.52813111,7.341076407,1769,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,16-24,,All adults
38.78986503,13.21669437,549,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,16-24,,All adults
11.73153543,1.175515301,22626,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,16+,,All adults
18.64084677,3.159482369,6626,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,16+,,All adults
18.31687661,2.252813374,12566,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,16+,,All adults
17.85140373,3.108044189,5940,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,16+,,All adults
18.03856071,4.111610324,2206,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,25-34,,All adults
12.11508398,2.949184253,2119,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,25-34,,All adults
16.96595919,3.533083488,3080,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,25-34,,All adults
30.06293625,10.35213533,961,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,25-34,,All adults
11.19010206,2.45207189,3492,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,35-44,,All adults
22.11142189,7.13175154,1364,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,35-44,,All adults
20.29304151,5.064420252,2292,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,35-44,,All adults
17.44660759,6.768405694,928,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,35-44,,All adults
21.35859486,3.983864822,4260,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,45-54,,All adults
10.8777058,3.791865226,850,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,45-54,,All adults
10.53407419,2.74676825,1904,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,45-54,,All adults
10.26532221,3.889175408,1054,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,45-54,,All adults
8.138162814,2.28557481,4184,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,55-64,,All adults
16.36901101,13.7938207,550,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,55-64,,All adults
13.32905471,6.149734508,1442,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,55-64,,All adults
11.25358813,4.426262334,892,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,55-64,,All adults
5.988738855,1.758332563,4370,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,65-74,,All adults
0,0,323,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,65-74,,All adults
2.411761208,1.800298692,1182,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,65-74,,All adults
3.36354531,2.515089811,859,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,65-74,,All adults
1.704631926,0.680455376,3339,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,75+,,All adults
0,0,200,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,75+,,All adults
1.002619208,1.002434331,897,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,75+,,All adults
1.319376744,1.318929792,697,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,75+,,All adults
1.03301695,1.033718537,380,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,16-24,,Female
6.374394604,3.242982036,636,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,16-24,,Female
18.72122297,6.872388902,958,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,16-24,,Female
48.84289085,22.00247039,322,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,16-24,,Female
8.568670413,1.433824105,11960,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,16+,,Female
6.221092776,1.484306756,3416,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,16+,,Female
11.83561374,1.958086232,6902,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,16+,,Female
18.67566332,3.946144527,3486,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,16+,,Female
13.02104337,4.916280631,1218,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,25-34,,Female
6.377455589,2.577930364,1167,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,25-34,,Female
12.70458405,3.055329048,1815,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,25-34,,Female
26.98872545,8.021639488,648,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,25-34,,Female
9.527831191,3.128710448,1882,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,35-44,,Female
8.901712769,4.186861614,680,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,35-44,,Female
12.49797499,3.591637555,1234,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,35-44,,Female
17.07925061,6.203615946,554,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,35-44,,Female
17.32501672,5.373862713,2229,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,45-54,,Female
8.598084524,3.940982062,390,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,45-54,,Female
8.625630684,3.641066664,1016,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,45-54,,Female
8.641809906,5.294370168,626,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,45-54,,Female
7.196802739,2.870972626,2172,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,55-64,,Female
0,0,285,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,55-64,,Female
10.63214117,4.827398295,755,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,55-64,,Female
17.50601587,7.939151877,470,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,55-64,,Female
4.192200774,1.955404744,2254,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,65-74,,Female
0,0,151,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,65-74,,Female
1.504387857,1.503767041,608,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,65-74,,Female
2.048291674,2.04699754,457,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,65-74,,Female
1.231438168,0.727240874,1825,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,75+,,Female
0,0,107,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,75+,,Female
0,0,516,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,75+,,Female
0,0,409,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,75+,,Female
27.11734694,8.140920797,395,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,16-24,,Male
52.19028918,16.68337421,584,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,16-24,,Male
45.9401069,12.89400407,811,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,16-24,,Male
27.63642592,13.44982369,227,Quarter,2017 Q1,K04000001,,,Social rented sector,,Incidence rate,,Common assault with no injury,,16-24,,Male
15.06407018,1.832800567,10666,Quarter,2017 Q1,K04000001,,,Owners,,Incidence rate,,Common assault with no injury,,16+,,Male
29.73099488,5.809372724,3210,Quarter,2017 Q1,K04000001,,,Private rented sector,,Incidence rate,,Common assault with no injury,,16+,,Male
24.96732531,4.097652836,5664,Quarter,2017 Q1,K04000001,,,Renters,,Incidence rate,,Common assault with no injury,,16+,,Male
