V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Type of area (urban/rural)_codelist,Type of area (urban/rural),Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
34.06516414,17.21705098,178,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Wounding,,16-24,,Male
21.36791842,8.153743113,1047,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Wounding,,16-24,,Male
7.846427602,2.367350411,3453,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Wounding,,16+,,Male
7.067689454,1.50929231,12984,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Wounding,,16+,,Male
6.579405495,4.868762221,310,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Wounding,,25-34,,Male
8.038494237,4.204745691,1955,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Wounding,,25-34,,Male
7.936995955,4.026552355,430,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Wounding,,35-44,,Male
7.842665496,2.737683482,2258,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Wounding,,35-44,,Male
11.47790609,6.445585344,650,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Wounding,,45-54,,Male
5.282429206,1.523973889,2282,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Wounding,,45-54,,Male
1.072614032,1.070688523,637,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Wounding,,55-64,,Male
0.794222979,0.462700384,2083,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Wounding,,55-64,,Male
0.833849766,0.832639165,762,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Wounding,,65-74,,Male
0.489120554,0.48908531,1946,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Wounding,,65-74,,Male
0,0,486,Quarter,2017 Q1,K04000001,,,Rural,,Incidence rate,,Wounding,,75+,,Male
0.486580678,0.486598102,1413,Quarter,2017 Q1,K04000001,,,Urban,,Incidence rate,,Wounding,,75+,,Male
0.24569935399999998,0.058807529000000004,7468,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,Domestic burglary with entry and no loss,, ,, 
0.538413054,0.049559289000000006,27866,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,Domestic burglary with entry and no loss,, ,, 
0.697226913,0.09977084300000001,7468,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,Domestic burglary with entry and loss,, ,, 
0.964747495,0.05952387,27866,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,Domestic burglary with entry and loss,, ,, 
0.459289121,0.081543963,7468,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,Attempted domestic burglary,, ,, 
0.8188700609999999,0.05641144,27866,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,Attempted domestic burglary,, ,, 
0.930032848,0.11170202,7468,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,Domestic burglary with entry,, ,, 
1.4808031769999999,0.07605909,27866,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,Domestic burglary with entry,, ,, 
1.3893219680000002,0.139771108,7468,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,Domestic burglary,, ,, 
2.260369802,0.092331365,27866,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,Domestic burglary,, ,, 
3.626710759,0.246432659,7468,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,All vehicle crime,, ,, 
5.446049349,0.14654461,27866,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,All vehicle crime,, ,, 
4.005857265,0.269681332,6808,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,All vehicle crime,, ,, 
7.300086519,0.19499351899999998,21408,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,All vehicle crime,, ,, 
1.8169257909999998,0.169811785,7468,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,All vehicle-related thefts,, ,, 
2.9929415789999996,0.108782035,27866,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,All vehicle-related thefts,, ,, 
2.006872305,0.18679929899999997,6808,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,All vehicle-related thefts,, ,, 
4.01662561,0.14585873,21408,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,All vehicle-related thefts,, ,, 
0.324391769,0.070711219,7468,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,Attempted theft of and from vehicles,, ,, 
0.5804846889999999,0.049108112,27866,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,Attempted theft of and from vehicles,, ,, 
0.35830459299999995,0.078106261,6808,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,Attempted theft of and from vehicles,, ,, 
0.78021656,0.065999692,21408,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,Attempted theft of and from vehicles,, ,, 
0.506678069,0.08806151699999999,7468,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,Bicycle theft,, ,, 
1.2050559840000001,0.07059056400000001,27866,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,Bicycle theft,, ,, 
0.905702925,0.159781281,4114,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,Bicycle theft,, ,, 
2.445428598,0.148713954,12710,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,Bicycle theft,, ,, 
0.097195476,0.037128866,7468,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,Burglary in building other than dwelling with entry and no loss,, ,, 
0.160178415,0.027623976,27866,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,Burglary in building other than dwelling with entry and no loss,, ,, 
0.50141269,0.083599268,7468,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,Burglary in building other than dwelling with entry and loss,, ,, 
0.344818801,0.035347325,27866,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,Burglary in building other than dwelling with entry and loss,, ,, 
0.148503877,0.046461511,7468,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,Burglary in dwelling with no loss,, ,, 
0.380621466,0.041679616,27866,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,Burglary in dwelling with no loss,, ,, 
0.280519497,0.060097461,7468,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,Attempted burglary in dwelling,, ,, 
0.709141798,0.052454234,27866,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,Attempted burglary in dwelling,, ,, 
0.35215557200000003,0.068377065,7468,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,Burglary in dwelling with entry,, ,, 
0.9887458309999999,0.063479182,27866,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,Burglary in dwelling with entry,, ,, 
0.632675069,0.09353216,7468,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,Burglary in dwelling,, ,, 
1.6796094730000002,0.080775603,27866,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,Burglary in dwelling,, ,, 
0.21654511399999998,0.052116478,7468,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,Burglary in dwelling with loss,, ,, 
0.62296362,0.04868825,27866,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,Burglary in dwelling with loss,, ,, 
0.77737779,0.106937361,7468,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,Burglary in building other than dwelling,, ,, 
0.608801295,0.047964357,27866,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,Burglary in building other than dwelling,, ,, 
0.178769624,0.054802883,7468,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,Attempted burglary in building other than dwelling,, ,, 
0.11732077199999999,0.020270339,27866,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,Attempted burglary in building other than dwelling,, ,, 
0.598608166,0.09008366400000001,7468,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,Burglary in building other than dwelling with entry,, ,, 
0.501141184,0.044387876,27866,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,Burglary in building other than dwelling with entry,, ,, 
0.6054229839999999,0.096779734,7468,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,Arson and other criminal damage,, ,, 
1.150013275,0.066553787,27866,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,Arson and other criminal damage,, ,, 
1.863960431,0.17024370600000002,7468,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,Criminal damage to a vehicle,, ,, 
2.60844948,0.10037751199999999,27866,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,Criminal damage to a vehicle,, ,, 
2.0588240780000002,0.18693737,6808,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,Criminal damage to a vehicle,, ,, 
3.492252245,0.13359541,21408,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,Criminal damage to a vehicle,, ,, 
1.7463793459999999,0.165208514,7468,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,Other household theft,, ,, 
2.045754778,0.09070331599999999,27866,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,Other household theft,, ,, 
1.253140303,0.147118937,7468,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,Theft from a motor vehicle,, ,, 
2.261209705,0.09174582699999999,27866,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,Theft from a motor vehicle,, ,, 
1.3841471019999998,0.16208339800000002,6808,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,Theft from a motor vehicle,, ,, 
3.033121074,0.12305983699999999,21408,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,Theft from a motor vehicle,, ,, 
0.260454952,0.058487038,7468,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.21825730100000001,0.029835385,27866,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.287683643,0.064581815,6808,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.293354785,0.040100126,21408,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.19366646899999998,0.053586453,7468,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,Theft from a dwelling and meter,, ,, 
0.22941628100000003,0.033116819,27866,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,Theft from a dwelling and meter,, ,, 
5.248019818,0.275750254,7468,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,All household theft,, ,, 
7.97757193,0.176310064,27866,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,All household theft,, ,, 
1.5527128769999998,0.158829251,7468,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,Theft from outside dwelling,, ,, 
1.821216938,0.083957948,27866,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,Theft from outside dwelling,, ,, 
7.468525591000001,0.34726450600000003,7468,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,All household crime,, ,, 
11.00453641,0.210849526,27866,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,All household crime,, ,, 
2.44720254,0.198702555,7468,Quarter,2017 Q1,K04000001,,,Rural,,Prevalence rate,,Criminal damage  ,, ,, 
3.6806331410000004,0.120709981,27866,Quarter,2017 Q1,K04000001,,,Urban,,Prevalence rate,,Criminal damage  ,, ,, 
