V4_2,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Number of visits to a nightclub last month_codelist,Number of visits to a nightclub last month,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
11.69321435,8.736855241,160,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Common assault with no injury,,45-54,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Common assault with no injury,,45-54,,All adults
18.40839742,3.027172266,6023,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault with no injury,,45-54,,All adults
0,0,62,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Common assault with no injury,,55-64,,All adults
0,0,16,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Common assault with no injury,,55-64,,All adults
9.387965119,2.264218789,5585,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault with no injury,,55-64,,All adults
0,0,32,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Common assault with no injury,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Common assault with no injury,,65-74,,All adults
5.334220847,1.47253021,5546,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault with no injury,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Common assault with no injury,,75+,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Common assault with no injury,,75+,,All adults
1.407860449,0.559184814,4242,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault with no injury,,75+,,All adults
16.45954213,15.21203815,327,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Common assault with no injury,,16-24,,Female
8.617988867,8.629914154,70,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Common assault with no injury,,16-24,,Female
11.88280043,3.989904722,965,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault with no injury,,16-24,,Female
11.57717239,7.478397896,946,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Common assault with no injury,,16+,,Female
19.67456402,14.47581838,109,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Common assault with no injury,,16+,,Female
9.459783193,1.134612405,17920,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault with no injury,,16+,,Female
6.240491617,4.406819689,345,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Common assault with no injury,,25-34,,Female
131.5666485,130.9103346,22,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Common assault with no injury,,25-34,,Female
12.85238176,3.259874313,2677,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault with no injury,,25-34,,Female
2.348680283,2.354930946,152,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Common assault with no injury,,35-44,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Common assault with no injury,,35-44,,Female
11.03943793,2.471794571,2969,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault with no injury,,35-44,,Female
24.61616402,18.38227464,80,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Common assault with no injury,,45-54,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Common assault with no injury,,45-54,,Female
14.56913331,4.035958967,3180,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault with no injury,,45-54,,Female
0,0,25,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Common assault with no injury,,55-64,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Common assault with no injury,,55-64,,Female
8.03938105,2.483536087,2914,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault with no injury,,55-64,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Common assault with no injury,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Common assault with no injury,,65-74,,Female
3.684503042,1.610033783,2864,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault with no injury,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Common assault with no injury,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Common assault with no injury,,75+,,Female
0.969256549,0.572588698,2351,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault with no injury,,75+,,Female
45.88980683,23.48687849,280,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Common assault with no injury,,16-24,,Male
98.95701988,56.09295816,97,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Common assault with no injury,,16-24,,Male
29.18546254,6.829603316,848,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault with no injury,,16-24,,Male
28.46649715,10.5550431,918,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Common assault with no injury,,16+,,Male
77.91794531,39.92384742,180,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Common assault with no injury,,16+,,Male
16.7487963,1.744847403,15329,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault with no injury,,16+,,Male
17.63007198,6.819300272,337,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Common assault with no injury,,25-34,,Male
27.20525412,27.2296238,46,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Common assault with no injury,,25-34,,Male
22.5826825,5.381340489,1878,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault with no injury,,25-34,,Male
19.96300169,12.13765268,165,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Common assault with no injury,,35-44,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Common assault with no injury,,35-44,,Male
18.53910008,4.473781883,2516,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault with no injury,,35-44,,Male
0,0,80,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Common assault with no injury,,45-54,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Common assault with no injury,,45-54,,Male
22.38285768,4.535615075,2843,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault with no injury,,45-54,,Male
0,0,37,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Common assault with no injury,,55-64,,Male
0,0,11,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Common assault with no injury,,55-64,,Male
10.79359647,3.816865482,2671,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault with no injury,,55-64,,Male
0,0,17,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Common assault with no injury,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Common assault with no injury,,65-74,,Male
7.113407318,2.505927405,2682,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault with no injury,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Common assault with no injury,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Common assault with no injury,,75+,,Male
1.983592202,1.050960565,1891,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Common assault with no injury,,75+,,Male
3.969080154,2.798853811,607,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Domestic violence,,16-24,,All adults
11.33936938,11.32282041,167,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Domestic violence,,16-24,,All adults
12.04397854,4.496593386,1813,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Domestic violence,,16-24,,All adults
7.387948033,2.497450792,1864,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Domestic violence,,16+,,All adults
13.33776319,9.804437574,289,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Domestic violence,,16+,,All adults
5.034943181,0.727437325,33249,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Domestic violence,,16+,,All adults
12.20775774,5.740033279,682,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Domestic violence,,25-34,,All adults
30.88333148,30.95277631,68,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Domestic violence,,25-34,,All adults
5.733850073,1.370214757,4555,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Domestic violence,,25-34,,All adults
8.796889661,7.698019136,317,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Domestic violence,,35-44,,All adults
0,0,12,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Domestic violence,,35-44,,All adults
4.120306379,1.224087462,5485,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Domestic violence,,35-44,,All adults
7.833636129,7.835897065,160,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Domestic violence,,45-54,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Domestic violence,,45-54,,All adults
9.287477534,2.525485077,6023,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Domestic violence,,45-54,,All adults
0,0,62,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Domestic violence,,55-64,,All adults
0,0,16,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Domestic violence,,55-64,,All adults
1.842433531,0.858197307,5585,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Domestic violence,,55-64,,All adults
0,0,32,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Domestic violence,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Domestic violence,,65-74,,All adults
1.786776228,0.835354776,5546,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Domestic violence,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Domestic violence,,75+,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Domestic violence,,75+,,All adults
0,0,4242,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Domestic violence,,75+,,All adults
4.028250192,4.024654494,327,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Domestic violence,,16-24,,Female
26.80189021,26.70765434,70,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Domestic violence,,16-24,,Female
15.90879443,7.954672607,965,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Domestic violence,,16-24,,Female
11.99489238,4.906888553,946,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Domestic violence,,16+,,Female
34.86252302,25.58044097,109,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Domestic violence,,16+,,Female
7.08261481,1.262476382,17920,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Domestic violence,,16+,,Female
22.50169897,12.42325973,345,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Domestic violence,,25-34,,Female
131.5666485,130.9103346,22,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Domestic violence,,25-34,,Female
9.453208869,2.535869551,2677,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Domestic violence,,25-34,,Female
16.96219737,16.88721874,152,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Domestic violence,,35-44,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Domestic violence,,35-44,,Female
4.981745939,1.88546031,2969,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Domestic violence,,35-44,,Female
16.49110894,16.49197224,80,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Domestic violence,,45-54,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Domestic violence,,45-54,,Female
12.75000933,4.466921765,3180,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Domestic violence,,45-54,,Female
0,0,25,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Domestic violence,,55-64,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Domestic violence,,55-64,,Female
3.378877881,1.665471101,2914,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Domestic violence,,55-64,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Domestic violence,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Domestic violence,,65-74,,Female
3.038412793,1.557913149,2864,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Domestic violence,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Domestic violence,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Domestic violence,,75+,,Female
0,0,2351,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Domestic violence,,75+,,Female
3.911901508,3.907408674,280,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Domestic violence,,16-24,,Male
0,0,97,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Domestic violence,,16-24,,Male
8.238465763,4.262334752,848,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Domestic violence,,16-24,,Male
3.345169423,1.978016548,918,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Domestic violence,,16+,,Male
0,0,180,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Domestic violence,,16+,,Male
2.852810204,0.676459132,15329,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Domestic violence,,16+,,Male
3.9952361,2.85713059,337,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Domestic violence,,25-34,,Male
0,0,46,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Domestic violence,,25-34,,Male
1.791577534,0.865926634,1878,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Domestic violence,,25-34,,Male
2.132885215,2.136119788,165,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Domestic violence,,35-44,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Domestic violence,,35-44,,Male
3.233092551,1.554602597,2516,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Domestic violence,,35-44,,Male
0,0,80,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Domestic violence,,45-54,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Domestic violence,,45-54,,Male
5.703015872,2.192262068,2843,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Domestic violence,,45-54,,Male
0,0,37,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Domestic violence,,55-64,,Male
0,0,11,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Domestic violence,,55-64,,Male
0.240995108,0.240930714,2671,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Domestic violence,,55-64,,Male
0,0,17,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Domestic violence,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Domestic violence,,65-74,,Male
0.436912125,0.437144451,2682,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Domestic violence,,65-74,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Domestic violence,,75+,,Male
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Domestic violence,,75+,,Male
0,0,1891,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Domestic violence,,75+,,Male
3.886181031,2.306940409,607,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Mugging,,16-24,,All adults
32.69595996,13.3150589,167,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Mugging,,16-24,,All adults
5.520496605,1.591546256,1813,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,16-24,,All adults
3.492196634,1.509995931,1864,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Mugging,,16+,,All adults
24.69489318,10.06501888,289,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Mugging,,16+,,All adults
3.332558907,0.513923111,33249,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,16+,,All adults
5.214792399,3.28518055,682,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Mugging,,25-34,,All adults
0,0,68,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Mugging,,25-34,,All adults
3.092936795,0.810867171,4555,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,25-34,,All adults
0,0,317,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Mugging,,35-44,,All adults
0,0,12,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Mugging,,35-44,,All adults
4.528341302,1.379565877,5485,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,35-44,,All adults
0,0,160,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Mugging,,45-54,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Mugging,,45-54,,All adults
5.666815605,1.977574112,6023,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,45-54,,All adults
0,0,62,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Mugging,,55-64,,All adults
0,0,16,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Mugging,,55-64,,All adults
1.836969022,0.73617131,5585,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,55-64,,All adults
0,0,32,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Mugging,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Mugging,,65-74,,All adults
0.97699944,0.481216696,5546,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,65-74,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Mugging,,75+,,All adults
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Mugging,,75+,,All adults
0.754751489,0.350332614,4242,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,75+,,All adults
6.117950209,4.334781723,327,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Mugging,,16-24,,Female
26.97685668,18.93964016,70,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Mugging,,16-24,,Female
3.505710608,1.661039173,965,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,16-24,,Female
3.915690166,2.29523876,946,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Mugging,,16+,,Female
22.53220503,15.80906637,109,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Mugging,,16+,,Female
2.575479439,0.51422789,17920,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,16+,,Female
3.177202267,3.174072787,345,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Mugging,,25-34,,Female
0,0,22,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Mugging,,25-34,,Female
3.058675856,1.089623618,2677,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,25-34,,Female
0,0,152,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Mugging,,35-44,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Mugging,,35-44,,Female
5.762779559,2.42882466,2969,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,35-44,,Female
0,0,80,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Mugging,,45-54,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Mugging,,45-54,,Female
2.329708061,1.042903771,3180,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,45-54,,Female
0,0,25,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Mugging,,55-64,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Mugging,,55-64,,Female
1.383087369,0.632330615,2914,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,55-64,,Female
0,0,15,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Mugging,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Mugging,,65-74,,Female
0.622738184,0.368287001,2864,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,65-74,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,1-3 times,,Incidence rate,,Mugging,,75+,,Female
-,-,-,Quarter,2017 Q1,K04000001,,,4+ times,,Incidence rate,,Mugging,,75+,,Female
0.884339187,0.518541573,2351,Quarter,2017 Q1,K04000001,,,None,,Incidence rate,,Mugging,,75+,,Female
