V4_2,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,Total_codelist,Total,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
0.229174235,0.089828104,2884,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence without injury,,65-74,,Female
0.096717554,0.057135982,2356,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence without injury,,75+,,Female
2.850764471,0.499655966,1225,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence without injury,,16-24,,Male
1.215738295,0.103262957,16437,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence without injury,,16+,,Male
1.429385456,0.264879107,2265,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence without injury,,25-34,,Male
1.121929718,0.202707109,2688,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence without injury,,35-44,,Male
1.330499489,0.23497825100000005,2932,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence without injury,,45-54,,Male
0.5589818329999999,0.140377328,2720,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence without injury,,55-64,,Male
0.46157194,0.131427015,2708,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence without injury,,65-74,,Male
0.233494675,0.11063588,1899,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence without injury,,75+,,Male
4.078078623,0.42781794,2588,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All violence,,16-24,,All adults
1.6663071740000002,0.084584428,35420,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All violence,,16+,,All adults
2.041548008,0.209218192,5309,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All violence,,25-34,,All adults
1.580922465,0.169358848,5816,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All violence,,35-44,,All adults
1.898452447,0.188616936,6196,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All violence,,45-54,,All adults
0.8165588020000001,0.122904699,5664,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All violence,,55-64,,All adults
0.474006387,0.090371802,5592,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All violence,,65-74,,All adults
0.17215548,0.060091811,4255,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All violence,,75+,,All adults
2.673766886,0.474896491,1363,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All violence,,16-24,,Female
1.270309291,0.098448854,18983,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All violence,,16+,,Female
1.681240743,0.245811663,3044,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All violence,,25-34,,Female
1.213498204,0.20489423,3128,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All violence,,35-44,,Female
1.588162932,0.248810767,3264,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All violence,,45-54,,Female
0.922807278,0.182720725,2944,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All violence,,55-64,,Female
0.314747773,0.10143359,2884,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All violence,,65-74,,Female
0.096717554,0.057135982,2356,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All violence,,75+,,Female
5.422491233,0.68094429,1225,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All violence,,16-24,,Male
2.07938726,0.134221966,16437,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All violence,,16+,,Male
2.402942511,0.342353574,2265,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All violence,,25-34,,Male
1.954559273,0.272550478,2688,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All violence,,35-44,,Male
2.21824025,0.290056323,2932,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All violence,,45-54,,Male
0.706610449,0.15428012300000002,2720,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All violence,,55-64,,Male
0.645324665,0.149023038,2708,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All violence,,65-74,,Male
0.27093189,0.116767715,1899,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,All violence,,75+,,Male
2.338679193,0.330853043,2588,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence with injury,,16-24,,All adults
0.7987133820000001,0.057628538,35420,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence with injury,,16+,,All adults
0.944453913,0.13237317699999998,5309,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence with injury,,25-34,,All adults
0.668149056,0.11052107,5816,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence with injury,,35-44,,All adults
0.878995635,0.12363134,6196,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence with injury,,45-54,,All adults
0.31783541,0.076057317,5664,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence with injury,,55-64,,All adults
0.157541546,0.049839817,5592,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence with injury,,65-74,,All adults
0.016210985,0.016211606,4255,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence with injury,,75+,,All adults
1.7216071,0.371097716,1363,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence with injury,,16-24,,Female
0.645559531,0.068019516,18983,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence with injury,,16+,,Female
0.8363690309999999,0.15031107,3044,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence with injury,,25-34,,Female
0.460311111,0.120072039,3128,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence with injury,,35-44,,Female
0.7937887840000001,0.173926247,3264,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence with injury,,45-54,,Female
0.457308537,0.133661779,2944,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence with injury,,55-64,,Female
0.085573538,0.047239381,2884,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence with injury,,65-74,,Female
0.0,0.0,2356,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence with injury,,75+,,Female
2.929430864,0.5092125,1225,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence with injury,,16-24,,Male
0.958473847,0.092296447,16437,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence with injury,,16+,,Male
1.052864944,0.220620763,2265,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence with injury,,25-34,,Male
0.879501203,0.187560195,2688,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence with injury,,35-44,,Male
0.966810757,0.181573991,2932,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence with injury,,45-54,,Male
0.17350543100000002,0.069562329,2720,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence with injury,,55-64,,Male
0.234959244,0.090119904,2708,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence with injury,,65-74,,Male
0.037437216,0.037437049,1899,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Violence with injury,,75+,,Male
1.272161768,0.240602699,2588,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Wounding,,16-24,,All adults
0.409063089,0.041501163,35420,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Wounding,,16+,,All adults
0.469473938,0.092402741,5309,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Wounding,,25-34,,All adults
0.35051402299999995,0.08793303400000001,5816,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Wounding,,35-44,,All adults
0.471320864,0.094562079,6196,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Wounding,,45-54,,All adults
0.104683095,0.036641165,5664,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Wounding,,55-64,,All adults
0.040405143,0.023895029,5592,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Wounding,,65-74,,All adults
0.016210985,0.016211606,4255,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Wounding,,75+,,All adults
1.041631406,0.286423915,1363,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Wounding,,16-24,,Female
0.333683644,0.049748844,18983,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Wounding,,16+,,Female
0.489686209,0.117390508,3044,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Wounding,,25-34,,Female
0.10759369,0.059192755,3128,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Wounding,,35-44,,Female
0.460413005,0.140694989,3264,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Wounding,,45-54,,Female
0.134283534,0.061886389000000014,2944,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Wounding,,55-64,,Female
0.024256751,0.024257069,2884,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Wounding,,65-74,,Female
0.0,0.0,2356,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Wounding,,75+,,Female
1.492859151,0.357608789,1225,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Wounding,,16-24,,Male
0.487694185,0.065602638,16437,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Wounding,,16+,,Male
0.449200676,0.143542088,2265,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Wounding,,25-34,,Male
0.597541743,0.16646757,2688,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Wounding,,35-44,,Male
0.482562624,0.124763809,2932,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Wounding,,45-54,,Male
0.074051884,0.038290364,2720,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Wounding,,55-64,,Male
0.057776351,0.042174323,2708,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Wounding,,65-74,,Male
0.037437216,0.037437049,1899,Quarter,2017 Q1,K04000001,,,Total,,Prevalence rate,,Wounding,,75+,,Male
